summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220951230,4/24/2017,"At 10:15 a.m. on April 24, 2017, an employee was assisting with the installation of a beam for a jib crane. The employee began moving a cart while their coworker extended the mast up to lift the beam. The beam became caught on something on the bottom corner and a coworker attempted to jimmy the beam. The sling slipped off of the fork and fell, striking the employee.  The employee suffered five broken ribs and a punctured lung. ",EMPLOYEE IS STRUCK BY A FALLING BEAM AND SUFFERS MULTIPLE IN,"RIB,STRUCK BY,POWERED INDUSTRIAL VEHICLE,JIB CRANE,FRACTURE,FALLING OBJECT,BEAM",0, ,0, ,0, ,0, ,Nonfatal,18,Puncture,5,Ribs,1,Struck-by,13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220956130,4/24/2017,"At 10:00 a.m. on April 24, 2017, an employee fell from elevation and was killed. No other details were provided from the accident. ",EMPLOYEE FALLS FROM ELEVATION AND IS KILLED,"ELEVATED WORK PLATFORM,FALL",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220958771,4/24/2017,"At 10:45 a.m. on April 24, 2017, an employee was walking down the hallway from his office to get some cleaning supplies from a storage room. The employee apparently collapsed and a coworker found him laying on the floor. The employee was taken to the hospital still faintly breathing and he died at the hospital. ",EMPLOYEE COLLAPSES AT WORK AND LATER DIES,HEART ATTACK,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,12,Card-vascular/resp. fail.,18,Other,14,Other,1,Regularly Assigned,0,0,0
220951495,4/24/2017,"At 9:51 a.m. on April 24, 2017, an employee was on a A-Frame ladder fixing a rolling door. He had started to descend off the ladder, when the employee leaned off to the side of the ladder and recovered. The employee took one more step down the ladder bent over onto the ladder and he tried to go down another step when he started having serious distress. His body was jerking. He then let go with both hands simultaneously and fell off the ladder head first. The employee fell onto the concrete and sustained a head injury. He was killed from head injury and remote myocardial infarction. ",EMPLOYEE FALLS FROM LADDER AND IS KILLED,"FALL,HEART ATTACK,HEAD,LADDER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,12,Card-vascular/resp. fail.,18,Other,14,Other,1,Regularly Assigned,0,0,0
220953533,4/24/2017,"At 9:15 a.m. on April 24, 2017, an employee was cutting boards using a chop saw.  The employee reached under the chop saw's guard and accidentally triggered the pedal.  The employee amputated two fingers from his left hand. The employee was not hospitalized. ",EMPLOYEE ACCIDENTALLY TRIGGERS CHOP SAW BLADE AND AMPUTATES ,"SAW,AMPUTATED,FINGER,AMPUTATION,HAND,BLADE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220953509,4/24/2017,"At 8:30 a.m. on April 24, 2017, an employee was supervising a class of children. The employee suffered an allergic reaction to peanuts when one the children who had been eating some candy that had peanuts in it. The child touched the employee's face and arms and the employee had to be taken to the hospital suffering a life threatening allergic reaction that compromised their breathing. ",EMPLOYEE IS HOSPITALIZED WHILE SUFFERING AN ALLERGIC REACTIO,ALLERGIC REACTION,0, ,0, ,0, ,0, ,Nonfatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,18,Other,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0,0
220957112,4/24/2017,"At 8:30 a.m. on April 24, 2017, an employee was cutting off some excess aluminum casting/sprue from a part that was secured vertically in a vise.  The employee twisted the part and vise while using the vertical band saw and the employee's hand was lacerated by the saw blade.  The employee amputated the distal on their middle finger and index finger. ",EMPLOYEE IS CUT BY BAND SAW BLADE AND AMPUTATES MIDDLE AND I,"BANDSAW,FINGER,AMPUTATION,BLADE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,6,Struck against,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,0,0
220963300,4/24/2017,"At 7:45 a.m. on April 24, 2107, two employees were using a Utility Task Vehicle (UTV) to check for flooded fields on their employer's farm. Employee #1 and Employee #2 were driving along the fog line on HWY 129 in order to cross over to another portion of the farm further down the road. When the UTV slowed and began to turn they were struck from behind by a truck traveling in the same direction. It was determined neither employee was wearing a seatbelt or helmet, as required by the manufacturer. The roll-bar mounted lights were in use at the time of the incident. The speed limit for the hwy is 55mph. Employee #1 later died and Employee #2 was injured. ","ONE EMPLOYEE KILLED, ONE INJURED WHEN THEIR UTV WAS STRUCK B","STRUCK BY,SEAT BELT,MOTOR VEHICLE,ATV",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220950687,4/24/2017,"At 4:15 p.m. on April 24, 2017, an employee was driving a semi tractor-trailer with bio-solid sludge in the bed.  The employee began making a left hand turn onto a country road from a right hand lane and the trailer tipped over onto the passenger side.  The employee suffered a 6 inch crack in his pelvic bone and multiple vertebrae fractures.  The employee was hospitalized and treated for his injuries. ",EMPLOYEE SUFFERS MULTIPLE FRACTURES WHEN SEMI TRAILER OVERTU,"PELVIS,TRAILER,TRAILER TRUCK,TRAFFIC ACCIDENT,VERTEBRA,MOTOR VEHICLE,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,14,Hip,14,Other,18,Other,8,Perception Malfunction Task-Environment,1,Regularly Assigned,0,0,0
220958748,4/24/2017,"At 4:00 p.m. on April 24, 2017, Employee #1 was attempting to clean mud off of a metal drill shaft bolt hole. As the employee stuck his finger in the bolt hole to clean it, the shaft moved, pinching his finger and causing a partial amputation to the tip of his right index finger. ",EMPLOYEE'S FINGER TIP IS AMPUTATED WHEN DRILL SHAFT MOVES,"SHAFT,AMPUTATED,CLEANING,LOCKOUT,FINGER,BOLT",I,"Highway, road, street",0, ,0, ,B,Alteration or rehabilitation,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0,0
220977656,4/24/2017,"At 4:30 p.m. on April 24, 2017, Employee #1 was climbing down a job-made wooden ladder. The employee grabbed the hand rail clamp instead of the ladder side rail and fell. Employee #1 sustained two broken ribs, two fractured vertebrae and an injury to the back of his head. He was hospitalized for his injuries. ",EMPLOYEE FALLS FROM LADDER AND IS HOSPITALIZED,"RIB,FALL,HEAD,LADDER,FRACTURE,VERTEBRA",B,Multi-family dwelling,2,2,0, ,A,New project or new addition,Nonfatal,3,"Bruising, Contusion",13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220949846,4/24/2017,"At 3:00 p.m. on April 24, 2017, an employee rigging a telecommunication box to be removed by a mobile crane that was stationed on the side of the road. The mobile crane that was being operated outside of its load chart, tipped over on its side, fatally injuring the employee. The employee was crushed and killed by the crane. ",EMPLOYEE IS CRUSHED WHEN CRANE TIPS OVER AND IS KILLED,"CRANE,CRANE OPERATOR,CRANE LOAD,CRUSHED,ROLL-OVER",H,Other building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,31,Heart,1,Struck-by,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,26,0
220958540,4/24/2017,"At 3:00 p.m. on April 24, 2017, Employee #1 was dismantling a scaffold and removed one of the two platforms from the top of the scaffold. The employee decided to fix a portion of the wall that he noticed while dismantling. Employee #1 climbed back up to top of scaffold to spackle the wall. He forgot that he had removed the platform, and fell approximate 15 feet, hitting the scaffold on the way down. Employee #1 sustained a fractured pelvis. ",EMPLOYEE FRACTURES PELVIS IN 15 FOOT FALL OFF SCAFFOLD,"PELVIS,ELEVATED WORK PLATFORM,FALL PROTECTION,FALL,DISMANTLING,STRUCK AGAINST,FRACTURE,SCAFFOLD",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220953244,4/24/2017,"At 2:30 p.m. on April 24, 2017, an employee was operating a slitter.  The employee was removing a jammed part and suffered an amputation.  The initial accident report does not indicate what body part was amputated; only that the employee was injured while clearing the slitter.  The employee was hospitalized and treated for his injuries. ",EMPLOYEE AMPUTATES BODY PART WHILE CLEARS JAM FROM SLITTER,"SLITTER,AMPUTATION,JAMMED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220957419,4/24/2017,"At 2:15 p.m. on April 24, 2017, and employee was feeding paper sheets containing strips of bacon into a paper interlever machine.  The employee placed his hand under an inadequate machine guard.  The employee's hand was caught and received crushing injuries to right thumb, index, middle, and ring fingers. Index finger damage was extensive enough to require surgical amputation at first knuckle. ",EMPLOYEE'S FINGER IS CRUSHED AND AMPUTATED,"CAUGHT IN,MACHINE GUARDING,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0,0
220957732,4/24/2017,"At 2:45 p.m. on April 24, 2017, two maintenance employees worked to install a bearing on a Raymond High-Lift powered industrial truck.  The work was performed indoors in the Maintenance Shop.  The employees stood on a 6 riser Tri-Arc Mobile Ladder Stand, (serial: 09973, capacity: 450 pounds, tread width: 16 inches, top step height: 57.5 inches).  The ladder stand was placed sideways next to the forklift.  Employee #1 stood on the top step to install the bearing while Employee #2 stood on the lower steps and pried the mast apart using 14-inch long screwdriver.  The lateral force caused the ladder stand to kick out and the employees fell.  Employee #1 fell and hit his head on the concrete resulting in a skull fracture.  Employee #2 grabbed the forks of the forklift and did not fall to the floor.  Employee #1 was hospitalized until May 14, 2017 when he was released to home.  On May 19, 2017, the employee died from a blood clot. ","TWO EMPLOYEES FALL FROM MOBILE LADDER STAND, AND ONE IS KILL","SKULL,BLOOD CLOT,ELEVATED WORK PLATFORM,POWERED INDUSTRIAL VEHICLE,HEAD,LADDER,FALL",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,0,0
220950315,4/24/2017,"At 1:00 p.m. on April 24, 2017, Employee #1 was working from a scaffold. The employee tried to move from one board of the scaffold to another board. The board slipped, and Employee #1 fell 12 feet to the ground below. The employee sustained scrapes and bruises and was hospitalized for his injuries. ",EMPLOYEE FALLS 12 FEET FROM SCAFFOLD,"BOARD,FALL PROTECTION,SCAFFOLD,FALL,CONTUSION,ELEVATED WORK PLATFORM",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",19,Internal Injuries,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220952386,4/24/2017,"At 1:45 p.m. on April 24, 2017, an employee was trying to tow some equipment and used a tie-down strap to snug equipment.  The employee was struck in the head by the metal hook when the strap snapped.  The initial report did not provide any details on specific injuries to the employee other than that the employee were hospitalized. ",EMPLOYEE IS INJURED WHEN STRUCK IN HEAD BY TIE DOWN STRAP,"STRUCK BY,TOW TRUCK,TOWED EQUIPMENT,TIE-OFF",0, ,0, ,0, ,0, ,Nonfatal,6,Head Trauma,13,Head,1,Struck-by,5,Flying Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0,0
220957476,4/24/2017,"At 1:30 p.m. on April 24, 2017, two employees were performing a rubber asphalt 109 test for Caltrans.While pumping oil into a test tank, both employees suffered burns of varying severity on their hands when there was an overspill of oil and tar. Both employees were hospitalized and treated for their injuries. ",TWO EMPLOYEES SUFFER BURNS DURING OVERSPILL OF HOT OIL AND T,"SPILL,BURN,HOT TAR,HAND,ACCIDENTAL DISCHARGE",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,12,Hand,14,Other,11,Temperature +/- Tolerance Lev.,14,Other,1,Regularly Assigned,0,0,0
220951594,4/23/2017,"At 11:00 a.m. on April 23, 2017, an employee was checking the belts on the HVAC motor/pulley.  The employee touched the belt while it was still turning and it pulled his finger into the pulley.  The employee amputated the tip of their middle finger on his left hand. ",EMPLOYEE CATCHES FINGER IN CONVEYOR BELT AND AMPUTATES FINGE,"PULLEY,AMPUTATED,CAUGHT IN,CONVEYOR BELT,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0,0
220953038,4/23/2017,"At 9:45 a.m. on April 23, 2017, an employee fell off a 3/12 pitch roof onto concrete slab below.  The employee fell approximately 12'4"" to concrete below. He sustained severe head trauma and was killed. ",EMPLOYEE FALLS FROM ROOF AND IS KILLED,"FALL,ROOF,HEAD",C,Commercial building,1,1,0, ,A,New project or new addition,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,15,0
220952329,4/23/2017,"At 8:00 a.m. on April 23, 2017, an employee was working with a coworker and they were moving a 10 foot tall safety barrier/fragmentation shield on casters.  The shield weighed approximately 615 lbs and was to be used for a pressure test on a Dragon capsule propulsion system.  The employee and coworker attempted to move the shield through a set of double doors on the southeast end of a building and found that it would not fit through the doors. They tilted the barrier and it started to fall over.  The employee grabbed it with his left hand and the side of the barrier crushed his left middle and ring ringers, amputating the tips of both fingers. ",EMPLOYEE CRUSHES FINGERS WITH SHIELD AND AMPUTATES FINGERTIP,"AMPUTATED,MATERIAL HANDLING,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0,0
220952147,4/22/2017,"At 11:00 a.m. on April 22, 2017, an employee was cleaning a wheel rack, when one of the wheels fell and struck a bucket that contained a cleaning chemical. The chemical splashed from its container and contacted one of the employee's elbows and ankles. He sustained chemical burns to the contacted areas and was hospitalized for treatment. ",EMPLOYEE IS SPLASHED WITH CLEANING SOLVENT AND RECEIVES CHEM,CHEMICAL,0, ,0, ,0, ,0, ,Nonfatal,4,Chemical Burn,11,Feet,10,Absorption,9,Chemical Action/Reaction Expos,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220950695,4/22/2017,"At 8:00 p.m. on April 22, 2017, an employee was moving a 3 inch pressurized hose that did not have a bleed off valve to reduce pressure. The employee disconnected the hose and was splashed with hot liquid.  The employee suffered first and second degree burns to their arms and abdomen. ",EMPLOYEE IS SPLASHED WITH HOT LIQUID AND RECEIVES FIRST AND ,"ACCIDENTAL DISCHARGE,AIR PRESSURE,PRESSURE PIPING,HEAT",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,2,Arm,14,Other,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0,0
220951768,4/22/2017,"At 8:30 p.m. on April 22, 2017, an employee was preparing the deck on a car carrier to load a vehicle.  The employee stepped from one wheel rack to the other side on the center crossover and his left foot slipped, causing the employee to fall backward onto the bottom deck.  The employee suffered a puncture wound to his right shoulder, an abrasion to his right knee, a contusion and blood clotting in his lung, a fracture to five right ribs, and two fractures to his spine. ",EMPLOYEE FALLS FROM CAR CARRIER AND SUSTAINS SEVERAL FRACTUR,"RIB,SLIP,TOW TRUCK,ABRASION,FALL,KNEE,LUNG,LACERATION,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,28,Lungs (Puncture),5,Fall (from elevation),17,"Weather, Earthquake, Etc.",10,Position Inappropriate For Task,1,Regularly Assigned,0,0,0
220955637,4/22/2017,"At 4:00 p.m. on April 22, 2017, an employee was opening a perimeter gate of a property to allow a contract landscape company to enter the premises. The gate consisted of metal construction, was black in color, and was controlled manually through pulling or pushing motions. As the employee pulled the gate with his right hand and walking towards its latch,  it became jammed at the half-way point. He pushed the gate back a little and hen advanced it forward again, which knocked the employee off balance. His right foot become trapped between the bottom of the gate and the pavement, resulting in the employee sustaining a laceration on his posterior right ankle, which he was hospitalized and received treatment. ",EMPLOYEE INJURES ANKLE DURING OPENING,"CAUGHT IN,FENCE,ANKLE,FALL",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,11,Feet,1,Struck-by,2,Catch Point/Puncture Action,12,Defective Equipment In Use,2,Not Regularly Assigned,0,0,0
220950547,4/22/2017,"At 1:15 p.m. on April 22, 2017, an employee was assisting his supervisor to clean and replace spray nozzles on a mist tank. During work, the supervisor left the space to retrieve tools and returned to find the employee's hair entangled in the spray nozzle rollers and his scalp removed from the eyebrows back towards his ears. The employee was hospitalized and received treatment for his injury. ",EMPLOYEE IS SCALPED WHEN HIS HAIR BECOMES CAUGHT IN SPRAY NO,"SCALPED,LOCKOUT/TAGOUT,MACHINE GUARDING,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,18,Other,14,Other,1,Regularly Assigned,0,0,0
220956197,4/22/2017,"At 1:00 p.m. on April 22, 2017, an employee was working from an elevated platform to fill a nurse tank. With one foot on a fold down platform and another foot on the running gear step that held the nurse tanks, the employee connected a hose near the top of the tank. As the employee stepped backwards, he contacted the counter weight of the platform riser and his right leg went through the opening of the running gear (step). His leg an ankle sustained a contusion on its lower portion and knee, which he was hospitalized and received treatment. ","EMPLOYEE SLIPS ON COUNTER WEIGHT OF PLATFORM RISER, BRUISING","CAUGHT IN,COUNTERBALANCE,LEG,FALL,CONTUSION",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",16,Left Leg,2,Caught in or between,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220949747,4/21/2017,"At 12:48 p.m. on April 21, 2017, an employee was riding a belt man-lift, up out of the basement on the A-side of a grain elevator.  The employee fell from man-lift striking the concrete floor below. He was killed from facial lacerations and head trauma. ",EMPLOYEE FALLS FROM TOP OF GRAIN SILO AND IS KILLED,"FALL,LACERATION,RIDING ON EQUIPMENT,HEAD,GRAIN ELEVATOR,GRAIN",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220952204,4/21/2017,"At 12:00 p.m. on April 21, 2017, an employee was using a tube cutter to cut a piece of silicone tubing. As the employee measured the tubing, she inadvertently depressed the machine's foot pedal, activating the machine. Her right index finger was contacted by the blade, amputating her fingertip. ",EMPLOYEE AMPUTATES FINGERTIP WHILE CUTTING SILICONE TUBING,"BLADE,MACHINE GUARDING,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,3,Shear Point Action,17,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,0,0,0
220951123,4/21/2017,"At 11:00 a.m. on April 21, 2017, Employees #1 and #2, both service technicians, were troubleshooting the malfunction of an overhead door. With the door in the open position, the employees depressed the door's contact button and it become stuck. This caused the door to close slowly, moving along its rails. The employees noticed that there was a scissor lift, elevated to a height of approximately 14 feet, in the path of the closing door. As the employees simultaneously tried free the stuck contact button and lower the scissor lift. However, their efforts failed and the door struck the scissor lift, which fell to the ground. Both employees were knocked to the ground. Employee #1 sustained a fractured wrist, while Employee #2 knocked out his front teeth when his face struck the scissor lift's railing. Both employees were hospitalized and received treatment for their injuries. ",TWO EMPLOYEES ARE INJURED WHILE TROUBLESHOOTING FUNCTION OF ,"OVERTURN,LOCKOUT/TAGOUT,FALL,ELEVATED WORK PLATFORM,STRUCK AGAINST,STRUCK BY",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",9,Face,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,17,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,0,0,0
220973168,4/21/2017,"At 10:00 a.m. on April 21, 2017, an employee was operating a KS cake dryer when a jam occurred. As the employee opened the machine's panel door, located at the dryer discharge, with the machine still running, he used a pair of pliers to clear the jam. However, the employee's left index finger became caught between the pliers and the machine blades, resulting in its tip being amputated. ",EMPLOYEE'S FINGERTIP IS AMPUTATED WHILE CLEARING A JAM,"CAUGHT IN,BLADE,FINGER,AMPUTATION,LOCKOUT/TAGOUT,ROTATING PARTS",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220949762,4/21/2017,"At 9:45 a.m. on April 21, 2017, an employee was using a table saw to cut pieces of metal. As he cut a portion of the metal, the saw kicked back, sending the metal back towards the employee's right hand. The employee sustained partial amputations of his right index finger and thumb. ",EMPLOYEE AMPUTATES TWO FINGERS WHILE OPERATING TABLE SAW,"CRUSHING,FINGER,MACHINE GUARDING,AMPUTATION,LACERATION,KICK BACK,TABLE SAW,STRUCK BY",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,5,Flying Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0,0
220949804,4/21/2017,"At 9:15 a.m. on April 21, 2017, an employee was working from a forklift man basket to replace worn portions of siding on a tower surface. During work, the basket tipped over and resulted in the employee falling 30 feet. The employee sustained fractures to his leg and ankle on his right side, as well as to his left arm, which he was hospitalized and received treatment. ",EMPLOYEE FALLS FROM OVERTURNED MAN BASKET AND IS INJURED,"STRUCK AGAINST,ARM,ANKLE,ELEVATED WORK PLATFORM,FALL PROTECTION,LEG,POWERED INDUSTRIAL VEHICLE,FRACTURE,FALL",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,5,Fall (from elevation),8,Materials Handling Equip./Method,6,Equipment Inappropriate For Operation,2,Not Regularly Assigned,0,0,0
220952956,4/21/2017,"At 9:30 a.m. on April 21, 2017, an employee was manually moving a piece of a tail stretcher machine to its designated location on a rail, when he observed an air hose blocking his path. As the employee reached down with his left hand to move the hose, he inadvertently made contact with the machines roller and rail.  As a result, the tip of his left ring finger was amputated. ",EMPLOYEE CRUSHES AND AMPUTATES FINGER,"CAUGHT IN,MACHINE GUARDING,AMPUTATION,FINGER,STRUCK BY,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,0,0,0
220951750,4/21/2017,"At 8:30 a.m. on April 21, 2017, an employee was using a remote control to test a truck that he had replaced the hydraulic tank. As the employee used the remote control to test the boom of the truck and was walking around the vehicle, a Linde forklift (model number: H35D; serial number: H2X393T01211) that was unloading a tractor trailer full of paver products. The forklift inadvertently backed over the employees left foot. The employee sustained a broken pinky toe. ",EMPLOYEE'S FOOT IS RUN OVER BY FORKLIFT AND FRACTURES PINKY ,"CRUSHING,TOE,BACKING UP,BACK-UP ALARM,FRACTURE,RUN OVER,POWERED INDUSTRIAL VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",11,Feet,1,Struck-by,18,Other,14,Other,1,Regularly Assigned,0,0,0
220952469,4/21/2017,"At 4:00 p.m. on April 21, 2017, an employee is injured during the operation of a powered industrial truck and is hospitalized. ",EMPLOYEE IS INJURED DURING OPERATION OF POWERED INDUSTRIAL T,POWERED INDUSTRIAL VEHICLE,0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,16,Left Leg,14,Other,18,Other,14,Other,1,Regularly Assigned,0,0,0
220975965,4/21/2017,"At 3:30 p.m. on April 21, 2017, four workers were working to tie a cord to a steel cable that was attached to a man-made scissor lift trailer. As all four workers were located inside the trailer, a trailer roller bolt became sheared off. This resulted in the trailer collapsing on one end, which all four workers fell to the lowered end. Two of the workers, Employees #1 and #2, sustained a combination of injuries that included a broken leg and broken ribs, resulting in internal injuries, which they were hospitalized and received treatment. ",TWO EMPLOYEES ARE INJURED WHEN A MAN-MADE SCISSOR LIFT TRAIL,"RIB,COLLAPSE,LEG,FRACTURE,AGRICULTURE MACHINERY/VEHICLE,ELEVATED WORK PLATFORM,AGRICULTURE",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",28,Lungs (Puncture),6,Struck against,3,Shear Point Action,9,Safety Devices Removed/Inoperable,1,Regularly Assigned,0,0,0
220961601,4/21/2017,"At 1:50 p.m. on April 21, 2017, an employee was making preparation to service a truck. As the employee used a floor jack to raise the truck's axle, it slipped out of position and pinned one of the employee's middle fingers between the axle and the jack. The employee's finger was amputated, which he was hospitalized and received treatment. ",ELEVATED TRUCK FALLS AND AMPUTATES EMPLOYEE'S FINGER,"PINNED,JACK,AMPUTATION,FINGER,COLLAPSE,DRIVE SHAFT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,0,0
220973408,4/21/2017,"At 1:30 p.m. on April 21, 2017, an employee was assisting in the relocation of a chipping conveyor to another building. As the employee stood on the machine's conveyor to adjust the rigging, the conveyor shifted. The employee fell approximately 7.7 feet, striking his head on a concrete floor. He sustained a skull fracture, resulting in a concussion, which he was hospitalized and received treatment. ",EMPLOYEE STRIKES HEAD IN FALL AND IS HOSPITALIZED,"STRUCK AGAINST,ELEVATED WORK PLATFORM,FALL PROTECTION,HEAD,FRACTURE,CONCUSSION",D,Manufacturing plant,1,1,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Nonfatal,7,Laceration,13,Head,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,30,0
220950927,4/20/2017,"At 12:12 p.m. on April 20, 1017, an employee was walking on the roof moving a temporary portable power distribution system. The employee fell 40 feet throughan unprotected skylight and was killed.",EMPLOYEE FALLS THROUGH SKYLIGHT AND IS KILLED,"SKYLIGHT,FALL,ROOF",C,Commercial building,1,1,F,"$5,000,000 to $10,000,000",B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,19,Internal Injuries,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,15,0
220951180,4/20/2017,"At 12:03 p.m. on April 20, 2017, an employee was using a 1964 F750 truck with a 1965 Bronco 85 Elbow aerial lift to pull shrubs from the ground.  The employee attached one end of a 20 foot nylon strap to the anchor point for the bucket and wrapped the other end of the strap around a shrub, pulled the shrub from the ground, and the employee was catapulted approximately 15 feet into the air, landing on the concrete road 24 feet away.  The employee was unresponsive when the emergency medical services  (EMS) arrived.  The employee was transported to the local hospital by EMS and was later pronounced deceased. ",EMPLOYEE IS THROWN FROM AERIAL LIFT BUCKET AND IS KILLED,"AERIAL LIFT,EJECTED,CONCRETE SLAB",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,6,Equipment Inappropriate For Operation,2,Not Regularly Assigned,0,0,0
